,0
TheCars,"An art car is a vehicle that has had its appearance modified as an act of personal artistic expression. Art cars are often driven and owned by their creators, who are sometimes referred to as ""Cartists"".

Most car artists are ordinary people with no artistic training. Artists are largely self-taught and self funded, though some mainstream trained artists have also worked in the art car medium. Mos"
TheChamps,"Arthur Bernard Dolino Lui Pio (born February 8, 1982) is a music artist and guitarist and vocalist of Hale. He is publicly recognized by the name ""Champ"" or ""Champ Lui-Pio"".


== Biography ==


=== Early and personal life ===
Lui Pio was born on February 8, 1982, in Quezon City, Philippines. During his youth, he was enrolled in Marymount School and then took up Bachelor of Science in Business Admi"
TheCrystals,"William Kristol (; born December 23, 1952) is an American neoconservative political analyst. A frequent commentator on several networks, he was the founder and editor-at-large of the now-defunct political magazine The Weekly Standard. Kristol is now editor-at-large of The BulwarkA founder and director of the advocacy organization, Defending Democracy Together, responsible for such projects as Repu"
TheCult,"The Cult are a British rock band formed in 1983. Before settling on their current name in January 1984, the band performed under the name Death Cult, which was an evolution of the name of lead singer Ian Astbury's previous band Southern Death Cult. They gained a dedicated following in the United Kingdom in the mid-1980s as a post-punk/gothic rock band, with singles such as ""She Sells Sanctuary"", b"
TheCyrkle,"The Cyrkle was an American rock and roll band active in the early and mid-1960s. The group charted two Top 40 hits, ""Red Rubber Ball"" and ""Turn-Down Day"".


== Career ==
The band was formed by guitarists and lead singers Don Dannemann and Tom Dawes (who also played bass guitar), and Jim Maiella (the original drummer), who all met while studying at Lafayette College in Easton, Pennsylvania. Dannema"
TheDoors,"The Doors were an American rock band formed in Los Angeles in 1965, with vocalist Jim Morrison, keyboardist Ray Manzarek, guitarist Robby Krieger, and drummer John Densmore. They were among the most controversial and influential rock acts of the 1960s, mostly because of Morrison's lyrics and voice along with his erratic stage persona, and the group was widely regarded as an important part of the e"
TheDrifters,"The Drifters are an American doo-wop and R&B/soul vocal group. They were originally formed as a backing group for Clyde McPhatter, formerly the lead tenor of Billy Ward and his Dominoes in 1953.
According to Rolling Stone magazine, the Drifters were the least stable of the great vocal groups, as they were low-paid musicians hired by George Treadwell, who owned the Drifters' name from 1955, after M"
TheFixx,"The Fixx are a rock and new wave band formed in 1979. The band's hits include ""One Thing Leads to Another"", ""Saved by Zero"", ""Are We Ourselves?"", and ""Secret Separation"", all of which made the U.S. Top 20, as well as early MTV Video hits ""Red Skies"" and ""Stand or Fall"" and mainstream rock chart hits ""Driven Out"" and ""Deeper and Deeper"", the latter of which was featured on the soundtrack of the 198"
TheFlamingos,"The Flamingos are a Rock and Roll Hall of Fame-inducted doo-wop group from the United States, most popular in the mid- to late 1950s and best known for their 1959 cover version of ""I Only Have Eyes for You"". Billboard magazine wrote: ""Universally hailed as one of the finest and most influential vocal groups in pop music history, the Flamingos defined doo wop at its most elegant and sophisticated."""
TheKinks,"The Kinks are an English rock band formed in Muswell Hill, north London, in 1964 by brothers Ray and Dave Davies. They are regarded as one of the most influential rock bands of the 1960s. The band emerged during the height of British rhythm and blues and Merseybeat, and were briefly part of the British Invasion of the United States until their touring ban in 1965 (as a result of constant fighting "
TheKnack,"The Knack was an American rock band based in Los Angeles that rose to fame with its first single, ""My Sharona"", an international number-one hit in 1979.


== History ==


=== Founding (1977–1978) ===
Singer Doug Fieger was a native of Oak Park, Michigan, a northern suburb of Detroit, Michigan, and grew up in the 9 Mile/Coolidge area. The brother of attorney Geoffrey Fieger (later known for represe"
ThelmaHouston,"Thelma Houston (née Jackson; born May 7, 1946) is an American singer and actress. She scored a number-one hit in 1977 with her recording of ""Don't Leave Me This Way"", which won the Grammy for Best Female R&B Vocal Performance.


== Early life and career ==
Houston was born in Leland, Mississippi. Her mother was a cotton picker. She and her three sisters grew up primarily in Long Beach, California."
TheMcCoys,"The McCoys were a rock group formed in Union City, Indiana, United States, in 1962. They are best known for their 1965 hit single ""Hang on Sloopy"".  Their name was changed from Rick and the Raiders to The McCoys, taken from the B-side of The Ventures' hit record ""Walk, Don't Run"" titled ""The McCoy"".


== Career ==
The original members were all from Union City; however, the Zehringer boys were init"
TheMonkees,"This is a list of official recordings by The Monkees.


== Albums ==


=== Studio albums ===
Changes initially failed to chart upon release in 1970, but made the Billboard 200 when reissued in 1986.
Justus was released initially only on cassette and CD, but not on vinyl. It was issued on limited edition vinyl on October 30, 2012.


=== Live albums ===


=== Compilation albums ===


== Singles ==

"
TheMoodyBlues,"The Moody Blues are  a rock band formed in Birmingham, England in 1964, initially consisting of keyboardist Mike Pinder, multi-instrumentalist Ray Thomas, guitarist Denny Laine, drummer Graeme Edge, and bassist Clint Warwick. The group came to prominence playing rhythm and blues music. They made some changes in musicians but settled on a line-up of Pinder, Thomas, Edge, guitarist Justin Hayward, a"
TheMotels,"The Motels & Martha Davis discography includes the following. 


== Studio albums ==


== Compilations ==


== Live albums ==


== Soundtrack contributions ==


== Singles ==


== Other Martha Davis works ==


== The Motels / Martha Davis videos ==


== Awards ==
American Music Awards 1982: Best Performance for ""Only the Lonely"" at the 1982 American Music Awards.
Independent Music Awards 2012: Apo"
ThePlatters,"The Platters are an American vocal group formed in 1952. They are one of the most successful vocal groups of the early rock and roll era. Originally, their distinctive sound was a bridge between the pre-rock Tin Pan Alley tradition and the burgeoning new genre. The act has gone through several personnel changes, with one of the most successful incarnations comprising lead tenor Tony Williams, Davi"
TheRamones,"Jeffrey Ross Hyman (May 19, 1951 – April 15, 2001), known professionally as Joey Ramone, was an American musician, singer, composer, and lead vocalist of the punk rock band the Ramones. Joey Ramone's image, voice, and tenure as frontman of the Ramones made him a countercultural icon.


== Early life ==

Jeffrey Ross Hyman was born on May 19, 1951, in Queens, New York City, New York to a Jewish fam"
TheRembrandts,"Rembrandt Harmenszoon van Rijn (, also US: , Dutch: [ˈrɛmbrɑnt ˈɦɑrmə(n)soːn vɑn ˈrɛin] (listen); 15 July 1606 – 4 October 1669) was a Dutch draughtsman, painter, and printmaker. An innovative and prolific master in three media, he is generally considered one of the greatest visual artists in the history of art and the most important in Dutch art history. Unlike most Dutch masters of the 17th cent"
TheRomantics,"The New Romantic movement was a pop culture movement that originated in the United Kingdom in the late 1970s.  The movement emerged from the nightclub scene in London and Birmingham at venues such as Billy's and The Blitz. The New Romantic movement was characterised by flamboyant, eccentric fashion inspired by fashion boutiques such as Kahn and Bell in Birmingham and PX in London. Early adherents "
TheRutles,"The Rutles () were a rock band that performed visual and aural pastiches and parodies of the Beatles. This originally fictional band, created by Eric Idle and Neil Innes for a mid 1970s BBC television comedy programme, later became an actual group – whilst remaining a parody of the Beatles – which toured and recorded, releasing two albums that included two UK chart hits.
Originally created as a sh"
